project__name,tw_size,tw_quantity,tw_with_pc_percentage,tw_improves_cr_quantity,tw_equal_cr_quantity,tw_improves_ipe_quantity,tw_equal_ipe_quantity,tw_worsen_ipe_quantity,cr_improvement_percentage_min,cr_improvement_percentage_mean,cr_improvement_percentage_std,cr_improvement_percentage_max,ipe_improvement_percentage_min,ipe_improvement_percentage_mean,ipe_improvement_percentage_std,ipe_improvement_percentage_max
cromwell,7,213,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
cromwell,14,107,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
cromwell,28,54,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
cromwell,60,25,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
cromwell,90,17,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CertManager,7,175,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CertManager,14,88,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CertManager,28,44,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CertManager,60,21,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CertManager,90,14,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
nuka-carousel,7,144,0.69,0,1,1,0,0,0.00,0.00,0.00,0.00,150.00,150.00,0.00,150.00
nuka-carousel,14,72,1.39,0,1,1,0,0,0.00,0.00,0.00,0.00,75.00,75.00,0.00,75.00
nuka-carousel,28,36,2.78,0,1,1,0,0,0.00,0.00,0.00,0.00,100.00,100.00,0.00,100.00
nuka-carousel,60,17,5.88,0,1,1,0,0,0.00,0.00,0.00,0.00,114.29,114.29,0.00,114.29
nuka-carousel,90,12,8.33,0,1,1,0,0,0.00,0.00,0.00,0.00,100.00,100.00,0.00,100.00
statecharts,7,199,2.01,1,3,4,0,0,0.00,25.00,50.00,100.00,45.45,173.49,218.19,500.00
statecharts,14,100,4.00,1,3,4,0,0,0.00,25.00,50.00,100.00,41.67,260.42,191.89,500.00
statecharts,28,50,10.00,1,4,5,0,0,0.00,20.00,44.72,100.00,31.58,255.83,253.22,616.67
statecharts,60,24,16.67,1,3,4,0,0,0.00,50.00,100.00,200.00,11.90,868.20,1522.71,3150.00
statecharts,90,16,25.00,1,3,4,0,0,0.00,50.00,100.00,200.00,21.43,1459.58,2695.21,5500.00
flow,7,87,1.15,0,1,1,0,0,0.00,0.00,0.00,0.00,158.82,158.82,0.00,158.82
flow,14,44,2.27,0,1,1,0,0,0.00,0.00,0.00,0.00,435.29,435.29,0.00,435.29
flow,28,22,4.55,0,1,1,0,0,0.00,0.00,0.00,0.00,558.82,558.82,0.00,558.82
flow,60,11,9.09,0,1,1,0,0,0.00,0.00,0.00,0.00,255.36,255.36,0.00,255.36
flow,90,7,14.29,0,1,1,0,0,0.00,0.00,0.00,0.00,383.93,383.93,0.00,383.93
zend-mail,7,195,1.03,1,1,1,1,0,0.00,50.00,70.71,100.00,0.00,10.00,14.14,20.00
zend-mail,14,98,2.04,1,1,1,1,0,0.00,50.00,70.71,100.00,0.00,16.67,23.57,33.33
zend-mail,28,49,4.08,1,1,1,1,0,0.00,50.00,70.71,100.00,0.00,16.67,23.57,33.33
zend-mail,60,23,8.70,1,1,2,0,0,0.00,50.00,70.71,100.00,33.33,150.00,165.00,266.67
zend-mail,90,16,12.50,1,1,1,1,0,0.00,50.00,70.71,100.00,0.00,16.67,23.57,33.33
ub_tools,7,208,6.25,2,11,13,0,0,0.00,15.38,37.55,100.00,3.70,56.05,61.44,203.45
ub_tools,14,104,12.50,2,11,13,0,0,0.00,15.38,37.55,100.00,2.50,120.54,199.92,700.00
ub_tools,28,52,19.23,6,4,10,0,0,0.00,60.00,51.64,100.00,15.82,203.82,197.43,620.00
ub_tools,60,25,32.00,6,2,8,0,0,0.00,112.50,83.45,200.00,5.28,174.34,286.37,870.59
ub_tools,90,17,52.94,5,4,9,0,0,0.00,88.89,105.41,300.00,6.90,105.95,78.03,224.07
opencollective-api,7,158,5.06,1,7,8,0,0,0.00,12.50,35.36,100.00,15.38,141.80,150.49,350.00
opencollective-api,14,79,11.39,1,8,9,0,0,0.00,11.11,33.33,100.00,16.67,102.66,119.91,380.00
opencollective-api,28,40,22.50,1,8,9,0,0,0.00,11.11,33.33,100.00,12.50,283.65,185.40,600.00
opencollective-api,60,19,47.37,2,7,9,0,0,0.00,22.22,44.10,100.00,0.93,137.52,164.42,533.33
opencollective-api,90,13,53.85,3,4,7,0,0,0.00,71.43,95.12,200.00,19.27,380.35,404.79,1171.43
gatsby,7,196,1.53,1,2,3,0,0,0.00,33.33,57.74,100.00,50.00,111.20,95.66,221.43
gatsby,14,98,3.06,1,2,3,0,0,0.00,33.33,57.74,100.00,15.38,90.72,101.36,205.95
gatsby,28,49,8.16,1,3,4,0,0,0.00,25.00,50.00,100.00,6.76,201.90,258.55,554.05
gatsby,60,23,13.04,1,2,3,0,0,0.00,50.00,86.60,150.00,24.43,1641.18,2735.87,4800.00
gatsby,90,16,18.75,1,2,3,0,0,0.00,66.67,115.47,200.00,16.60,106.33,82.00,177.39
habitat,7,155,3.23,2,3,4,1,0,0.00,60.00,89.44,200.00,0.00,575.39,912.74,2166.67
habitat,14,78,6.41,2,3,5,0,0,0.00,60.00,89.44,200.00,1.28,174.46,243.11,600.00
habitat,28,39,12.82,2,3,5,0,0,0.00,60.00,89.44,200.00,0.88,324.86,356.21,850.00
habitat,60,19,26.32,1,4,5,0,0,0.00,40.00,89.44,200.00,18.75,173.16,277.31,660.87
habitat,90,13,38.46,1,4,5,0,0,0.00,40.00,89.44,200.00,10.20,278.11,428.80,1034.78
raster-foundry,7,96,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
raster-foundry,14,48,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
raster-foundry,28,24,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
raster-foundry,60,12,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
raster-foundry,90,8,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
nomad,7,192,6.77,5,8,12,0,1,0.00,61.54,96.08,300.00,-6.25,97.30,76.96,250.00
nomad,14,96,11.46,5,6,11,0,0,0.00,127.27,155.51,400.00,13.51,208.61,188.10,600.00
nomad,28,48,20.83,5,5,10,0,0,0.00,170.00,194.65,500.00,6.67,445.41,411.44,1150.00
nomad,60,23,43.48,6,4,10,0,0,0.00,180.00,204.40,600.00,3.63,149.61,122.67,325.91
nomad,90,15,46.67,4,3,7,0,0,0.00,314.29,323.67,700.00,24.94,102.52,68.31,191.01
libtorrent,7,207,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
libtorrent,14,104,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
libtorrent,28,52,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
libtorrent,60,25,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
libtorrent,90,17,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
atlasdb,7,192,13.02,13,12,24,1,0,0.00,92.00,122.20,500.00,0.00,67.29,60.91,240.00
atlasdb,14,96,23.96,12,11,22,1,0,0.00,130.43,169.05,600.00,0.00,100.45,134.69,566.67
atlasdb,28,48,41.67,12,8,19,1,0,0.00,182.50,243.48,900.00,0.00,143.58,230.13,850.00
atlasdb,60,23,52.17,10,2,12,0,0,0.00,281.94,264.81,900.00,6.67,74.78,107.72,395.65
atlasdb,90,15,66.67,9,1,10,0,0,0.00,331.67,339.98,1000.00,10.42,137.86,175.89,613.04
matrix-react-sdk,7,203,30.05,43,18,58,2,1,0.00,161.75,154.57,600.00,-2.10,161.28,358.66,2640.00
matrix-react-sdk,14,102,47.06,36,12,44,2,2,0.00,209.72,202.96,900.00,-4.48,120.77,274.36,1700.00
matrix-react-sdk,28,51,62.75,29,3,31,1,0,0.00,338.80,276.19,1000.00,0.00,86.73,63.76,219.65
matrix-react-sdk,60,24,79.17,16,3,18,1,0,0.00,518.42,356.50,1033.33,0.00,96.64,91.45,308.25
matrix-react-sdk,90,16,81.25,11,2,13,0,0,0.00,703.85,449.70,1400.00,5.56,109.03,177.53,675.00
hootenanny,7,190,11.05,13,8,18,2,1,0.00,119.05,116.70,400.00,-14.29,96.35,141.98,600.00
hootenanny,14,95,18.95,13,5,16,1,1,0.00,130.56,101.66,300.00,-10.77,134.81,133.07,450.00
hootenanny,28,48,25.00,9,3,11,0,1,0.00,218.06,199.55,700.00,-5.30,191.27,310.35,1100.00
hootenanny,60,23,39.13,9,0,9,0,0,100.00,377.78,300.12,800.00,29.33,342.95,611.18,1940.00
hootenanny,90,15,40.00,6,0,6,0,0,300.00,525.00,271.57,900.00,20.77,131.13,93.92,290.00
platform-2,7,206,0.49,1,0,1,0,0,400.00,400.00,0.00,400.00,54.65,54.65,0.00,54.65
platform-2,14,103,0.97,1,0,1,0,0,400.00,400.00,0.00,400.00,295.54,295.54,0.00,295.54
platform-2,28,52,1.92,1,0,1,0,0,400.00,400.00,0.00,400.00,563.20,563.20,0.00,563.20
platform-2,60,24,4.17,1,0,1,0,0,400.00,400.00,0.00,400.00,3352.63,3352.63,0.00,3352.63
platform-2,90,16,6.25,1,0,1,0,0,400.00,400.00,0.00,400.00,89.84,89.84,0.00,89.84
EC-WebLogic,7,164,1.83,3,0,3,0,0,100.00,100.00,0.00,100.00,66.67,128.89,80.64,220.00
EC-WebLogic,14,82,3.66,2,1,3,0,0,0.00,133.33,152.75,300.00,50.00,91.52,36.17,116.22
EC-WebLogic,28,41,7.32,2,1,3,0,0,0.00,133.33,152.75,300.00,18.75,101.99,86.64,191.67
EC-WebLogic,60,20,15.00,2,1,3,0,0,0.00,166.67,152.75,300.00,75.00,163.32,96.72,266.67
EC-WebLogic,90,13,15.38,1,1,2,0,0,0.00,300.00,424.26,600.00,50.00,119.28,97.97,188.55
qore,7,198,11.11,5,17,21,1,0,0.00,45.45,105.68,400.00,0.00,159.69,136.74,600.00
qore,14,99,21.21,7,14,19,1,1,0.00,64.29,115.26,400.00,-4.00,231.32,384.63,1700.00
qore,28,50,34.00,8,9,15,1,1,0.00,94.12,114.40,300.00,-5.03,165.18,264.80,1100.00
qore,60,24,50.00,9,3,12,0,0,0.00,175.00,142.22,400.00,36.36,176.44,278.23,1033.33
qore,90,16,68.75,6,5,11,0,0,0.00,200.00,232.38,700.00,2.31,291.36,372.29,1133.33
instantsearch.js,7,201,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
instantsearch.js,14,101,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
instantsearch.js,28,51,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
instantsearch.js,60,24,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
instantsearch.js,90,16,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
blog_os,7,189,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
blog_os,14,95,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
blog_os,28,48,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
blog_os,60,22,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
blog_os,90,15,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
impresscms,7,200,2.50,3,2,3,1,1,0.00,140.00,151.66,300.00,-20.00,57.86,101.64,233.33
impresscms,14,100,5.00,3,2,3,1,1,0.00,140.00,151.66,300.00,-12.50,107.70,136.71,300.00
impresscms,28,50,8.00,3,1,4,0,0,0.00,175.00,221.74,500.00,35.29,193.59,185.17,400.00
impresscms,60,24,8.33,2,0,2,0,0,200.00,350.00,212.13,500.00,19.58,26.02,9.11,32.46
impresscms,90,16,12.50,2,0,2,0,0,300.00,375.00,106.07,450.00,54.24,169.28,162.68,284.31
components,7,174,1.72,2,1,3,0,0,0.00,50.00,50.00,100.00,20.00,63.73,40.52,100.00
components,14,87,3.45,2,1,3,0,0,0.00,50.00,50.00,100.00,33.33,195.96,263.52,500.00
components,28,44,4.55,1,1,2,0,0,0.00,75.00,106.07,150.00,78.36,82.66,6.08,86.96
components,60,21,9.52,1,1,2,0,0,0.00,75.00,106.07,150.00,256.38,342.19,121.35,428.00
components,90,14,14.29,1,1,2,0,0,0.00,75.00,106.07,150.00,121.72,406.86,403.25,692.00
wazuh,7,130,7.69,3,7,9,1,0,0.00,40.00,69.92,200.00,0.00,143.47,225.96,750.00
wazuh,14,65,15.38,5,5,10,0,0,0.00,70.00,82.33,200.00,14.71,126.70,79.56,263.64
wazuh,28,33,30.30,5,5,10,0,0,0.00,100.00,133.33,400.00,5.38,116.03,126.92,419.40
wazuh,60,16,37.50,5,1,6,0,0,0.00,300.00,200.00,600.00,26.09,119.81,119.35,345.74
wazuh,90,11,54.55,5,1,6,0,0,0.00,225.00,204.33,500.00,7.85,211.87,213.04,488.60
solidity,7,198,2.02,3,1,3,1,0,0.00,250.00,208.17,500.00,0.00,49.29,32.95,68.42
solidity,14,99,4.04,3,1,3,1,0,0.00,275.00,250.00,600.00,0.00,190.91,127.44,263.64
solidity,28,50,8.00,3,1,3,1,0,0.00,300.00,258.20,600.00,0.00,264.01,306.82,700.00
solidity,60,24,12.50,2,1,3,0,0,0.00,433.33,585.95,1100.00,9.86,84.54,78.02,165.52
solidity,90,16,18.75,2,1,3,0,0,0.00,433.33,585.95,1100.00,151.59,310.78,138.62,404.88
quantimodo-android-chrome-ios-web-app,7,127,4.72,1,5,6,0,0,0.00,16.67,40.82,100.00,50.00,108.72,47.89,169.23
quantimodo-android-chrome-ios-web-app,14,64,9.38,1,5,6,0,0,0.00,16.67,40.82,100.00,33.33,176.84,145.70,376.92
quantimodo-android-chrome-ios-web-app,28,32,18.75,1,5,6,0,0,0.00,16.67,40.82,100.00,12.73,428.83,448.08,1033.33
quantimodo-android-chrome-ios-web-app,60,15,33.33,1,4,5,0,0,0.00,20.00,44.72,100.00,70.37,1304.49,2347.24,5466.67
quantimodo-android-chrome-ios-web-app,90,10,50.00,1,4,5,0,0,0.00,20.00,44.72,100.00,52.27,463.92,509.25,1046.15
platform-dev,7,196,3.57,2,5,6,1,0,0.00,23.81,41.79,100.00,0.00,34.56,34.69,89.47
platform-dev,14,98,8.16,3,5,8,0,0,0.00,58.33,90.41,200.00,2.18,39.23,25.78,73.33
platform-dev,28,49,16.33,3,5,7,0,1,0.00,77.08,125.02,300.00,-0.44,30.06,26.31,79.31
platform-dev,60,23,30.43,4,3,7,0,0,0.00,152.38,164.27,366.67,6.67,114.47,149.15,366.67
platform-dev,90,16,37.50,5,1,6,0,0,0.00,213.89,158.61,400.00,17.27,118.52,90.08,276.29
vscode,7,185,41.08,62,14,72,1,3,0.00,168.20,144.46,700.00,-34.96,85.45,111.01,750.00
vscode,14,93,61.29,53,4,56,0,1,0.00,282.75,212.94,1000.00,-0.06,108.11,119.05,733.33
vscode,28,47,76.60,35,1,36,0,0,0.00,406.20,203.72,1000.00,4.12,124.17,186.93,837.87
vscode,60,22,81.82,18,0,18,0,0,200.00,748.33,334.76,1300.00,2.80,76.39,75.58,335.80
vscode,90,15,86.67,13,0,13,0,0,300.00,949.62,388.94,1750.00,16.66,75.11,51.10,176.19
tidb,7,195,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
tidb,14,98,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
tidb,28,49,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
tidb,60,23,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
tidb,90,16,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
alignak-webui,7,151,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
alignak-webui,14,76,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
alignak-webui,28,38,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
alignak-webui,60,18,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
alignak-webui,90,12,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
corert,7,185,0.54,0,1,1,0,0,0.00,0.00,0.00,0.00,85.71,85.71,0.00,85.71
corert,14,93,1.08,0,1,1,0,0,0.00,0.00,0.00,0.00,33.71,33.71,0.00,33.71
corert,28,47,2.13,0,1,1,0,0,0.00,0.00,0.00,0.00,182.02,182.02,0.00,182.02
corert,60,22,4.55,0,1,1,0,0,0.00,0.00,0.00,0.00,743.08,743.08,0.00,743.08
corert,90,15,6.67,0,1,1,0,0,0.00,0.00,0.00,0.00,192.43,192.43,0.00,192.43
ISB-CGC-Webapp,7,185,0.54,0,1,1,0,0,0.00,0.00,0.00,0.00,71.43,71.43,0.00,71.43
ISB-CGC-Webapp,14,93,1.08,0,1,1,0,0,0.00,0.00,0.00,0.00,200.00,200.00,0.00,200.00
ISB-CGC-Webapp,28,47,2.13,0,1,1,0,0,0.00,0.00,0.00,0.00,127.27,127.27,0.00,127.27
ISB-CGC-Webapp,60,22,4.55,0,1,1,0,0,0.00,0.00,0.00,0.00,164.29,164.29,0.00,164.29
ISB-CGC-Webapp,90,15,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
metasfresh,7,160,19.38,8,23,29,2,0,0.00,43.55,95.52,400.00,0.00,135.33,141.28,566.67
metasfresh,14,80,35.00,11,17,27,1,0,0.00,73.21,117.44,400.00,0.00,222.01,295.59,1466.67
metasfresh,28,40,57.50,13,10,23,0,0,0.00,119.57,145.18,500.00,8.43,240.89,245.83,808.33
metasfresh,60,19,84.21,13,3,16,0,0,0.00,221.88,176.04,600.00,18.45,401.24,806.15,2950.00
metasfresh,90,13,92.31,11,1,12,0,0,0.00,283.33,271.64,1000.00,17.26,145.12,141.71,501.84
osis-portal,7,167,16.77,13,15,25,2,1,0.00,138.10,205.22,600.00,-7.69,95.46,141.73,666.67
osis-portal,14,84,29.76,15,10,22,0,3,0.00,163.33,259.67,1100.00,-16.35,81.78,86.91,300.00
osis-portal,28,42,42.86,13,5,18,0,0,0.00,237.04,318.62,1200.00,4.95,107.28,104.96,351.19
osis-portal,60,20,50.00,9,1,10,0,0,0.00,383.33,235.31,700.00,4.76,77.67,55.56,191.01
osis-portal,90,13,61.54,7,1,8,0,0,0.00,503.13,363.62,1100.00,17.18,48.38,29.96,107.19
caseflow,7,189,1.59,1,2,3,0,0,0.00,33.33,57.74,100.00,22.45,120.30,90.16,200.00
caseflow,14,95,3.16,1,2,3,0,0,0.00,33.33,57.74,100.00,68.75,211.14,155.41,376.92
caseflow,28,48,4.17,1,1,2,0,0,0.00,100.00,141.42,200.00,31.88,54.39,31.83,76.89
caseflow,60,22,9.09,2,0,2,0,0,100.00,100.00,0.00,100.00,17.05,178.14,227.82,339.23
caseflow,90,15,6.67,1,0,1,0,0,300.00,300.00,0.00,300.00,185.38,185.38,0.00,185.38
sacnview,7,186,3.23,1,5,2,3,1,0.00,33.33,81.65,200.00,-8.70,19.38,41.10,100.00
sacnview,14,93,6.45,1,5,2,3,1,0.00,33.33,81.65,200.00,-8.70,19.38,41.10,100.00
sacnview,28,47,12.77,1,5,3,2,1,0.00,33.33,81.65,200.00,-4.17,36.81,50.03,100.00
sacnview,60,22,27.27,1,5,6,0,0,0.00,33.33,81.65,200.00,5.66,81.78,59.22,165.00
sacnview,90,15,33.33,2,3,5,0,0,0.00,60.00,89.44,200.00,20.00,85.67,42.16,133.33
phpsms,7,164,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
phpsms,14,82,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
phpsms,28,41,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
phpsms,60,20,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
phpsms,90,13,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
prison-visits-2,7,184,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
prison-visits-2,14,92,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
prison-visits-2,28,46,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
prison-visits-2,60,22,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
prison-visits-2,90,15,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
paasta,7,186,10.75,9,11,19,1,0,0.00,67.50,92.16,300.00,0.00,111.46,113.91,450.00
paasta,14,93,21.51,12,8,20,0,0,0.00,107.50,115.02,400.00,2.70,140.45,217.49,1000.00
paasta,28,47,31.91,9,6,15,0,0,0.00,140.00,151.42,400.00,2.00,111.29,106.14,325.00
paasta,60,22,54.55,9,3,12,0,0,0.00,212.50,237.53,800.00,26.24,94.13,75.88,249.64
paasta,90,15,66.67,8,2,10,0,0,0.00,275.00,304.82,800.00,20.97,94.57,94.06,344.60
i18next-browser-languageDetector,7,92,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
i18next-browser-languageDetector,14,46,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
i18next-browser-languageDetector,28,23,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
i18next-browser-languageDetector,60,11,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
i18next-browser-languageDetector,90,8,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
raml-js-parser-2,7,185,0.54,0,1,1,0,0,0.00,0.00,0.00,0.00,100.00,100.00,0.00,100.00
raml-js-parser-2,14,93,1.08,0,1,1,0,0,0.00,0.00,0.00,0.00,33.33,33.33,0.00,33.33
raml-js-parser-2,28,47,2.13,0,1,1,0,0,0.00,0.00,0.00,0.00,25.00,25.00,0.00,25.00
raml-js-parser-2,60,22,4.55,0,1,1,0,0,0.00,0.00,0.00,0.00,1000.00,1000.00,0.00,1000.00
raml-js-parser-2,90,15,6.67,0,1,1,0,0,0.00,0.00,0.00,0.00,1300.00,1300.00,0.00,1300.00
manifold,7,186,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
manifold,14,93,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
manifold,28,47,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
manifold,60,22,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
manifold,90,15,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
course-discovery,7,183,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
course-discovery,14,92,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
course-discovery,28,46,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
course-discovery,60,22,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
course-discovery,90,15,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
wp-calypso,7,184,6.52,6,6,12,0,0,0.00,75.00,96.53,300.00,4.65,229.21,261.44,730.77
wp-calypso,14,92,14.13,7,6,13,0,0,0.00,84.62,114.35,400.00,2.39,436.22,661.68,1893.10
wp-calypso,28,46,23.91,5,6,11,0,0,0.00,154.55,229.62,700.00,1.20,138.72,173.96,492.34
wp-calypso,60,22,31.82,5,2,7,0,0,0.00,235.71,239.29,600.00,25.32,185.68,158.66,425.43
wp-calypso,90,15,46.67,5,2,7,0,0,0.00,242.86,237.05,600.00,31.26,679.08,1107.74,3155.32
notifications-admin,7,184,5.98,4,7,10,1,0,0.00,40.91,66.40,200.00,0.00,101.11,118.70,400.00
notifications-admin,14,92,9.78,7,2,9,0,0,0.00,105.56,95.01,300.00,15.38,125.59,124.84,400.00
notifications-admin,28,46,15.22,6,1,7,0,0,0.00,164.29,174.91,500.00,29.26,199.30,153.51,448.89
notifications-admin,60,22,31.82,5,2,7,0,0,0.00,164.29,246.16,700.00,24.94,166.92,305.07,857.69
notifications-admin,90,15,46.67,6,1,7,0,0,0.00,164.29,165.11,500.00,16.29,461.39,514.10,1480.77
notifications-api,7,178,15.17,15,12,24,2,1,0.00,98.15,127.46,400.00,-11.11,212.22,346.78,1500.00
notifications-api,14,89,26.97,16,8,24,0,0,0.00,127.08,146.69,600.00,2.86,134.61,183.88,750.00
notifications-api,28,45,44.44,15,5,20,0,0,0.00,195.00,170.06,600.00,9.34,157.86,247.13,1150.00
notifications-api,60,21,76.19,15,1,16,0,0,0.00,278.13,187.06,800.00,23.70,321.90,589.09,1966.67
notifications-api,90,14,85.71,10,2,12,0,0,0.00,375.00,295.80,1000.00,21.35,732.15,1629.94,5366.67
paas-cf,7,178,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
paas-cf,14,89,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
paas-cf,28,45,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
paas-cf,60,21,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
paas-cf,90,14,0.00,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
browser-laptop,7,176,3.41,2,4,6,0,0,0.00,200.00,400.00,1000.00,11.76,73.94,56.91,163.83
browser-laptop,14,88,6.82,2,4,6,0,0,0.00,200.00,400.00,1000.00,8.11,41.30,31.17,100.00
browser-laptop,28,44,11.36,3,2,5,0,0,0.00,260.00,421.90,1000.00,11.29,89.44,120.42,294.12
browser-laptop,60,21,23.81,4,1,5,0,0,0.00,280.00,408.66,1000.00,10.60,151.18,178.35,458.58
browser-laptop,90,14,28.57,3,1,4,0,0,0.00,375.00,434.93,1000.00,48.85,328.58,304.79,760.00
integrations-core,7,154,7.14,7,4,11,0,0,0.00,184.85,214.54,550.00,10.00,80.27,75.60,242.86
integrations-core,14,77,14.29,7,4,11,0,0,0.00,193.94,226.36,550.00,15.63,122.79,106.47,314.29
integrations-core,28,39,20.51,6,2,8,0,0,0.00,259.38,282.19,800.00,8.07,72.90,49.88,134.66
